Дата;Год1;Год2;Год3;Год4;Год5;Год6;Год7;Год8;Год9;Год10;Год11;Год12;Год13;Год14;Год15;Год16;Год17;Год18;Год19;Год20;Год21;Год22;Год23;Год24
01.01.2025;3500;2900;2440;2250;1940;2000;750;1940;990;875;490;500;490;1111;2630;4180;5200;8300;8200;6600;6600;5980;4180;3970
02.01.2025;2500;2664;2000;1199;2000;2500;4000;5380;4680;5000;4400;4650;4350;4650;5567.26;5500;5566.31;8200;8200;7100;6600;5980;4980;4780
03.01.2025;3800;2500;2000;1999;2000;2500;3920;5380;6200;6837.52;6200;5564.71;5565.85;5600;5600;5600;5600;8000;7900;6975;6975;5980;5980;6200
04.01.2025;4304;3920;3904;2890;2678;3920;3920;4584;6200;6200;4584;3969;3149;3970;4980;5567.44;5600;8942.61;8400;8918.51;8947.11;7900;6180;6851.44
05.01.2025;4745;4320;3920;3920;3920;4289;4320;4544;4680;3943;2850;2819;2850;2998;3943;5521;5600;8600;8100;7226.35;6800;6790;4980;5180
06.01.2025;3920;2678;2500;2000;2000;2500;2890;4680;6800;6900;6900;5600;5600;5600;5600;5600;5600;8700;8100;8600;7900;6800;5980;6200
07.01.2025;3920;3000;2500;2500;2500;2890;3889;4000;6400;6800;5880;4650;4350;4800;5568.09;5600;5600;8600;8100;7540;7091;6701;5980;5180
08.01.2025;3889;3880;2890;2678;2678;3880;4289;5300;6875.3;6900;6600;5250;4650;4980;5600;5600;5600;8950.66;8950.5;8943.81;8356;8094;5600;6875.14
09.01.2025;4745;4318;4318;3880;4318;4320;4745;6875.37;6900;6900;6650;4980;4600;4980;5564.78;5600;5600;8200;8000;8116;7188;6790;5580;6877.01
10.01.2025;4318;3879;2890;2500;2500;3500;4000;5380;6800;6900;6900;5600;5600;5600;5600;5600;5600;8000;7900;7900;6800;6543;5580;6800
11.01.2025;5539.55;5180;4745;4308;4308;4745;5180;5380;6100;6800;5860;5250;4650;4650;5567.51;5600;5600;9000;8951.37;8950.69;8947.63;8950.18;6790;6872.01
12.01.2025;5400;5180;4318;3879;3879;4308;4308;4680;4680;4800;3190;2890;2890;3500;4350;5100;5569.43;8600;8600;7900;7900;7999;5700;6600
13.01.2025;3868;3300;3000;2678;2699;3000;3829;6507;6800;6875.1;6600;5250;4350;5250;5563.6;5600;5600;8936.24;8818;7900;7900;7680;6396;6650
14.01.2025;4745;3500;3500;3000;3300;3500;4308;6417;6900;6874.62;6300;4650;3934;4339;5250;5600;5600;8989.22;9000;8992.69;8700;8700;6790;6862.71
15.01.2025;4745;3800;3500;3000;3000;3500;4308;6876.97;6900;6900;6900;5600;5600;5600;5600;5600;5600;9000;9000;9000;9000;9000;8991.14;6874.61
16.01.2025;4308;3000;2890;2678;2890;2890;3868;6650;6900;6900;6900;5600;5600;5600;5600;5600;5600;9000;9000;9000;8989.5;8600;6800;5860
17.01.2025;3600;2890;2678;2500;2000;2678;3868;6594;6900;6900;6900;5600;5600;5600;5600;5600;5600;8950;8950;8920.55;8242;7900;6912.67;6872.76
18.01.2025;3500;2678;2490;2490;2490;2678;2890;5180;5700;6850;6850;5600;5100;5100;5100;5500;5565.54;8200;7900;7641.26;8200;8988.69;7300;6877.67
19.01.2025;3868;3500;3300;2890;2890;3300;3300;5180;6100;6500;5180;4000;2890;2840;3890;4980;5400;8700;8450;8600;8700;8988.79;8990.02;6872.12
20.01.2025;3500;2890;2890;2678;2678;3000;4308;6876.12;6871.4;6850;4680;3099;2500;2833;4500;5500;5600;9000;8991.9;8991.61;8900;8900;7300;6870.59
21.01.2025;3800;3000;2890;2678;2678;3000;4308;6850;6900;6900;6900;5600;5600;5600;5600;5600;5600;9000;9000;8992.76;8970;8970;7777;6800
22.01.2025;3300;2890;2000;2000;2000;2890;4000;6300;6900;6900;6900;5600;5600;5600;5600;5600;5600;9000;8993.17;8970;8700;8600;7700;6000
23.01.2025;3868;3800;3798;3300;3500;3868;4308;6650;6900;6900;6900;5600;5600;5600;5600;5600;5600;8980;8970;8989.69;8900;8700;8100;6850
24.01.2025;4280;3300;2890;2890;2890;3600;4745;6650;6900;6900;6900;5600;5600;5600;5600;5600;5600;8980;8900;8946.8;8850;8600;7543;6450
25.01.2025;5180;4289;3868;2890;2850;2890;4289;5860;5380;6300;5860;4980;4339;4339;4650;5100;5550;8900;8900;8992.48;8900;8990.75;7400;6850
26.01.2025;4280;3100;2678;2500;2500;2678;3000;5380;5300;6000;5380;4800;4339;3879;4339;4650;5200;8850;8850;8970;8900;8989.15;8300;6750
27.01.2025;3300;2678;2100;2000;2000;2450;3798;6650;6900;6845;5300;4500;3700;3700;4339;4980;5400;8700;8799;8900;8700;8700;8600;6000
28.01.2025;3900;2678;2480;2480;2480;2678;4300;6875.49;6900;6900;6874.63;5562.95;4650;4650;5240;5569.21;5600;8900;8900;8987.55;8900;8970;8946.45;6876.92
29.01.2025;3868;3800;2660;2660;2428;2678;4700;6860;6900;6900;6700;5294;4320;4644;4980;5500;5600;8700;8900;8990.18;8970;9000;8900;6900
30.01.2025;4280;4000;3798;2650;2650;3868;5180;6860;6900;6900;6750;5558.82;4980;4600;4980;5300;5550;8798;8900;8980;8900;8900;8900;6800
31.01.2025;4264;3800;3000;2600;2428;3500;4700;6750;6900;6900;6900;5600;5564.93;5562.68;5564.28;5250;5500;8300;8500;8700;8500;8500;7900;6650
01.02.2025;3798;2640;2428;2200;2200;2428;2800;4500;5100;5600;5600;4600;4300;3940;4320;4955;5500;8100;8500;8600;8300;8300;7100;5900
02.02.2025;4264;3800;3000;2390;2390;2600;3629;4000;4500;4000;3700;3490;3300;3900;4320;5100;5550;8800;8700;8922.06;8800;8900;8500;6700
03.02.2025;5180;4280;4264;3798;3798;4264;5180;6876.68;6900;6900;6900;5600;5600;5600;5600;5600;5600;9000;9000;8992.74;8700;8500;8100;6700
04.02.2025;3389;2480;2000;950;698;2640;3600;6100;6877.22;6878.39;6850;5600;5569.99;5567.33;5600;5600;5600;8950;9000;8950;8800;8290;8000;6200
05.02.2025;3868;2640;2480;2000;2000;2800;4280;5900;6875.21;6876.86;6735;5568.44;5023;5250;5550;5600;5600;8800;8920;8800;8500;8200;8300;6800
06.02.2025;3800;3389;2640;2480;2400;3500;4198;5800;6650;6600;5900;4800;4320;4800;5200;5550;5568.27;8300;8700;8700;8200;7780.32;7800;5600
07.02.2025;4100;3800;3000;2640;2480;2800;4280;5860;6872.91;6900;6876.72;5550;4850;4850;4980;5550;5600;8200;8600;8500;7800;7400;7600;6876.28
08.02.2025;4745;3868;2640;2640;2520;2640;2600;4000;5350;5860;5280;4250;3940;3939;4255;4980;5600;8700;8700;8300;7777;7450;7350;6876.02
09.02.2025;4745;3800;3868;2350;3868;4280;4100;4000;4680;4000;3088;2500;2500;2637;3050;4630;5550;8800;8990.21;8900;8588;8600;8988.49;6900
10.02.2025;4960;4280;2640;2480;2640;3868;5400;6900;6900;6900;5860;3940;3599;3600;4650;5550;5600;9000;9000;9000;9000;8988.23;7850;6845
11.02.2025;5400;4745;4000;3000;3868;4198;4200;6650;6900;6879.82;6649;4980;4300;4300;4700;5350;5600;9000;9000;8992.41;8950;8600;8150;6876.49
12.02.2025;5400;4745;4198;3868;3534;4500;4500;6700;6900;6700;5280;4255;2998;2998;4190;5250;5600;9000;9000;9000;9000;8946.58;8500;6900
13.02.2025;5545.41;4744;3868;3795;3868;5180;4745;6860;6877;6400;4390;2998;2700;2700;2998;4979;5600;9000;9000;9000;8950;8732;8500;6800
14.02.2025;5200;3868;3300;3100;3100;4744;4280;6650;6876.75;6874.04;6872.8;5567.24;4900;5250;5600;5600;5600;8993.75;9000;8950;8800;8600;8000;6845
15.02.2025;5000;4740;4278;3858;3858;4278;4280;4680;6173;6700;6700;5563.03;4950;4640;4950;5450;5600;8850;9000;8989.7;8700;8600;8000;6876.73
16.02.2025;5400;5180;4500;4250;4250;4740;4250;4480;5200;4680;3350;3150;2990;3000;3799;4949;5500;8850;9000;8950;8900;8700;8000;6845
17.02.2025;5180;4740;4250;3858;4239;5180;5400;6900;6900;6878.74;5860;4000;3950;3950;4650;5567.43;5600;9000;9000;9000;9000;9000;8200;6873.79
18.02.2025;5544.99;5400;5180;4500;4740;5400;5600;6900;6900;6900;6400;3820;3799;3820;4320;5600;5600;9000;9000;9000;9000;9000;8992.81;6900
19.02.2025;5600;5400;5180;4740;5180;5546.11;5600;6900;6900;6900;6900;5550;4640;5563.34;5600;5600;5600;9000;9000;9000;9000;9000;9000;6900
20.02.2025;5600;5400;5180;4740;5180;5500;5600;6900;6900;6900;6900;5600;5600;5600;5600;5600;5600;9000;9000;9000;9000;9000;9000;6900
21.02.2025;5544.32;4800;4500;4250;4500;5000;5544.33;6900;6900;6900;5820;4500;4320;4600;4250;5250;5600;9000;9000;9000;9000;8988.95;8800;6900
22.02.2025;5547.9;4740;4239;3800;3858;4239;4250;6200;6650;5860;4680;2678;2380;2499;3799;3970;5550;8989.73;9000;9000;9000;8991.25;8900;6900
23.02.2025;5546.39;4740;4000;3795;3795;3800;4200;5860;5379;4679;3799;3199;2000;2499;2678;3700;5450;8943;9000;9000;9000;9000;8800;6875.6
24.02.2025;4740;4210;4198;3800;3795;4210;5400;6900;6900;6900;4680;3700;2626;3700;3200;5250;5600;9000;9000;9000;9000;9000;9000;6900
25.02.2025;5600;5453.03;5446.32;5180;5200;5453.76;5600;6900;6900;6900;6200;4200;3950;3950;4650;5600;5600;9000;9000;9000;9000;9000;9000;6900
26.02.2025;5600;5447.7;4740;4210;4740;5400;5600;6900;6900;6900;6550;4450;3945;3945;4649;5600;5600;9000;9000;9000;9000;9000;9000;6900
27.02.2025;5500;4210;3865;3790;3865;4210;5500;6900;6900;6900;6390;3945;3750;3945;4450;5000;5600;9000;9000;9000;9000;8900;8700;6801.79
28.02.2025;5400;4210;3790;3785;3790;4740;5400;6900;6900;6900;6900;5600;4950;4950;5600;5600;5600;8800;9000;9000;8800;8696;8500;6850
01.03.2025;5600;4740;3770;2480;2480;3081;4190;5280;6800;6900;6400;4950;4570;4200;4550;5500;5600;8310;9000;9000;8700;8100;6863;6400
02.03.2025;4740;4740;4210;3770;3770;4000;4606;5000;5720;5720;5130;4434;3391;3914;3920;4650;5550;8300;8900;8800;8600;8100;6000;5600
03.03.2025;5400;4210;3770;3300;3300;4198;5100;6900;6900;6900;6900;5193;4570;4570;5010;5600;5600;9000;9000;9000;9000;9000;8200;6900
04.03.2025;5180;4198;3450;2500;2500;3785;5300;6900;6900;6700;3500;1000;985;985;1499.68;3271;5000;8400;9000;9000;9000;8800;8090;6850
05.03.2025;5180;4740;3770;3450;3770;4210;5400;6900;6900;4800;2077;650;500;900;975;2450;4650;8100;9000;9000;9000;8900;7545;5860
06.03.2025;4280;1588;800;500;800;800;3770;5280;5280;3512;2500;2000;450;400;634;999;4300;8500;9000;9000;9000;9000;7554;5100
07.03.2025;4280;3858;3450;3764;3764;4210;5600;6900;6900;5600;3885;3848;2699;3000;3000;3970;5600;9000;9000;9000;9000;9000;9000;6900
08.03.2025;5600;4500;3764;3764;3760;3764;5600;6700;5280;3900;2600;2500;999;2698;3000;3549;5600;9000;9000;9000;9000;9000;9000;6900
09.03.2025;5600;4000;3100;1000;1000;3150;3756;4200;3910;2650;990;440;250;440;2400;3000;3910;8900;9000;9000;9000;9000;6790;5000
10.03.2025;5180;3350;2845;1000;2000;3400;5600;6900;6900;4100;3450;1878;350;450;2350;3000;5600;9000;9000;9000;9000;9000;7800;6900
11.03.2025;4740;3710;2939;1970;800;2939;5180;6900;6800;3800;2400;1000;450;1670;1875;1670;5600;9000;9000;9000;9000;9000;7500;5580
12.03.2025;4000;3250;2900;1666;777;3000;4000;4700;5277.49;5300;2848;1874;450;1874;2349;3000;5600;9000;9000;9000;9000;9000;8892.47;6900
13.03.2025;4280;3300;2545;450;450;500;4190;6870.33;6900;6900;4000;3250;2900;2900;3250;3970;5446;8889.48;8800;8891.42;8891.93;8300;6500;4800
